"dataset_id","originalScientificName","n_interpreted","interpreted","aphiaids","url"
"3be91cf5-35bc-4e08-aa60-836b6ca47d6d","Prorocentrum micans",2,"Dinophyceae;Prorocentrum micans","19542;110303","http://ipt.vliz.be/eurobis/resource?r=phyto-interreg"
"3be91cf5-35bc-4e08-aa60-836b6ca47d6d","Prorocentrum minimum",2,"Prorocentrum cordatum;Prorocentrum micans","110303;232376","http://ipt.vliz.be/eurobis/resource?r=phyto-interreg"
"ecd5bbe8-8302-40d1-b32b-581fb8a7d971","Gonyaulax spinifera",2,"Gonyaulax spinifera;Protoperidinium crassipes","110041;110214","http://ipt.vliz.be/eurobis/resource?r=phyto_black_sea_nov_1948"
"36be7d35-bc96-4ba1-a27b-0b8a0496741b","Spores",2,"Bacillariophyceae;Coscinodiscophycidae","148899;148971","http://ipt.vliz.be/eurobis/resource?r=phytoplankton_adricosm_star_2008_2009"
"c28a98ea-84bc-4930-8d82-778ed7402269","Actinocyclus octonarius",2,"Actinocyclus octonarius var. octonarius;Eupodiscus tenellus","162770;162803","http://ipt.vliz.be/eurobis/resource?r=phytoplankton_data_from_estonian_marine_monitoring_1993-2016"
"c28a98ea-84bc-4930-8d82-778ed7402269","Chaetoceros ceratosporus",2,"Chaetoceros ceratosporus;Chaetoceros ceratosporus var. ceratosporus","149297;163016","http://ipt.vliz.be/eurobis/resource?r=phytoplankton_data_from_estonian_marine_monitoring_1993-2016"
"c28a98ea-84bc-4930-8d82-778ed7402269","Chaetoceros subtilis",2,"Chaetoceros subtilis;Chaetoceros subtilis var. subtilis","156621;163131","http://ipt.vliz.be/eurobis/resource?r=phytoplankton_data_from_estonian_marine_monitoring_1993-2016"
"c28a98ea-84bc-4930-8d82-778ed7402269","Chaetoceros throndsenii",2,"Chaetoceros throndsenii var. throndsenii;Miraltia throndsenii","163143;163150","http://ipt.vliz.be/eurobis/resource?r=phytoplankton_data_from_estonian_marine_monitoring_1993-2016"
"c28a98ea-84bc-4930-8d82-778ed7402269","Licmophora gracilis",2,"Licmophora gracilis;Licmophora gracilis var. gracilis","149343;172614","http://ipt.vliz.be/eurobis/resource?r=phytoplankton_data_from_estonian_marine_monitoring_1993-2016"
"5d834e18-273c-48ba-91bb-ead0f15a5457","Bacillariophyceae",2,"Bacillariophyceae;Pseudo-nitzschia","148899;149151","http://ipt.vliz.be/eurobis/resource?r=prisma2-phytoplankton"
"5d834e18-273c-48ba-91bb-ead0f15a5457","Guinardia striata",2,"Eucampia striata;Guinardia striata","163243;967041","http://ipt.vliz.be/eurobis/resource?r=prisma2-phytoplankton"
"6140c326-839f-4f4a-ac3f-3ad6acbd2f1d","Pleurobrachia pileus",2,"Pleurobrachia;Pleurobrachia pileus","106346;106386","http://ipt.vliz.be/eurobis/resource?r=ro_black_sea_zpk_1956_1960"
"1f15159f-6d35-4c3f-86e8-b3a89041ea33","Bacillariophyceae",2,"Bacillariophyceae;Pennales","148899;1304629","http://ipt.vliz.be/eurobis/resource?r=smhi-phytoplankton-nat"
"29085f95-19fc-40f5-9e8c-4b566bfd240d","Pleurosigma",2,"Pleurosigma;Pleurosigmataceae","149032;149181","http://ipt.vliz.be/eurobis/resource?r=taureau_phytoplankton"
"10fe54bb-b93b-4f00-bf4c-bd51542614ef","Harmothoe longisetis",2,"Harmothoe glabra;Harmothoe longisetis","130774;571832","http://ipt.vliz.be/eurobis/resource?r=tisbe"
"10fe54bb-b93b-4f00-bf4c-bd51542614ef","Magelona papillicornis",2,"Magelona mirabilis;Magelona papillicornis","130271;130272","http://ipt.vliz.be/eurobis/resource?r=tisbe"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Aaptos aaptos var. nigra",2,"Aaptos aaptos var. nigra;Aaptos suberitoides","170743;1541673","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Aplysilla arenosa",2,"Aplysilla arctica;Chelonaplysilla noevus","132301;190015","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Aricidea trilobata",2,"Aricidea (Acmira) jeaneteae;Aricidea (Acmira) trilobata","333038;988379","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Axinella pumila",2,"Axinella minuta;Higginsia pumila","132485;166006","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Biemna microstyla",2,"Biemna microstyla;Biemna thomasi","168271;1259124","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Bursalina muta",2,"Quasillina brevis;Stylocordyla muta","134215;170726","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Clathria elastica",2,"Clathria (Clathria) elastica;Clathria (Clathria) sarai","167520;167570","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Eulalia anoculata",2,"Eulalia anoculata;Eulalia lapsus","327520;327588","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Euphrosine antarctica",2,"Euphrosine antarctica;Euphrosinopsis antarctica","173255;754650","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Gellius irregularis",2,"Haliclona (Gellius) holgerbrondstedi;Haliclona (Gellius) kieschnicki","1424107;1424109","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Halichondria compressa",2,"Clathria compressa;Crella (Grayella) carteri","133012;1423766","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Halichondria corrugata",2,"Halichondria (Halichondria) diazae;Mycale (Aegogropila) corrugata","1423770;1482555","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Halichondria granulata",2,"Halichondria kelleri;Myxilla (Myxilla) fimbriata","169461;1423890","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Halichondria incrustans",3,"Halichondria (Halichondria) brondstedi;Halichondria (Halichondria) punctata;Myxilla (Myxilla) incrustans","169466;477362;1297838","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Halichondria reticulata",3,"Halichondria (Halichondria) knowltoni;Halichondria (Halichondria) panicea;Halichondria (Halichondria) tenuiramosa","165831;165853;165871","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Haliclona petrosioides",2,"Haliclona petrosioides;Haliclona stelliderma","166429;166469","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Hircinia communis",2,"Hircinia communis;Hyrtios communis","165347;191630","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Hircinia purpurea",2,"Callyspongia (Cladochalina) tenerrima;Mycale (Arenochalina) laxissima","166230;168561","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Hircinia ramosa",2,"Ircinia dickinsoni;Ircinia ramosa","165016;165043","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Hydrobia subprotracta",2,"Hydrobia alpha;Hydrobia subprotracta","823111;823425","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Hymedesmia tenuicula",2,"Hymedesmia (Hymedesmia) williami;Terpios gelatinosus","1041930;1424329","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Isodictya densa",2,"Haliclona (Haliclona) simulans;Haliclona henrycarteri","132858;1423783","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Myxilla tenuissima",2,"Hymedesmia (Hymedesmia) rowi;Hymedesmia (Hymedesmia) tenuissima","169267;934722","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Nereis articulata",2,"Nereis articulata;Nereis taichungensis","339106;1601202","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Perinereis horsti",2,"Perinereis horsti;Perinereis vancaurica","209795;330473","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Phakellia flabellata",2,"Clathria (Isociella) macropora;Phakellia flabellata","167602;192925","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Phakellia papyracea",2,"Echinoclathria leporina;Phakellia stuartridleyi","167922;1424193","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Pista brevibranchia",2,"Pista brevibranchia;Pista brevibranchiata","330754;821651","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Placospongia melobesioides",2,"Placospongia cristata;Placospongia melobesioides","170612;170615","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Polymastia bulbosa",2,"Polymastia boletiformis;Polymastia inflata","134194;134202","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Raspailia echinata",2,"Raspailia (Raspailia) echinata;Raspailia (Raspailia) urizae","387380;592822","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Reniera digitata",2,"Hymeniacidon digitata;Tedania (Tedania) anhelans","165890;169546","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Reniera foraminosa",2,"Haliclona (Gellius) emiletopsenti;Haliclona thielei","1423863;1423864","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Reniera mollis",2,"Haliclona leopoldbaeri;Haliclona mollis","132828;1424128","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Reniera spinosella",2,"Haliclona rowi;Haliclona spinosella","166467;1424299","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Reniera tubulosa",2,"Haliclona (Rhizoniera) rosea;Oceanapia robusta","132946;166637","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Spongia foliacea",2,"Callyspongia (Cladochalina) foliacea;Grantia compressa","132181;166213","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Spongia fruticosa",2,"Antho (Antho) dichotoma;Desmacidon fruticosum","133526;167882","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Spongosorites topsenti",2,"Spongosorites topsenti;Topsentia levivaceletorum","132724;1424330","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Stelletta aspera",2,"Stelletta kieschnicki;Stryphnus ponderosus","133991;1423661","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Suberites incrustans",3,"Protosuberites incrustans;Pseudosuberites sulcatus;Suberites kelleri","170789;170813;170856","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Sycon asperum",2,"Leucandra aspera;Sycon lambei","157418;164278","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Syllis gracilis",2,"Syllis anops;Syllis gracilis","131435;1446522","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"b74b429a-4052-4f5b-bff3-fe0b5a2e8669","Tethya rubra",2,"Tethya rubra;Tethya samaaii","170989;1044141","http://ipt.vliz.be/eurobis/resource?r=worms_type_localities"
"a4a3166a-c3bc-4203-bc19-b3d0cdebe20e","Mauritia histrio",2,"Mauritia histrio;Mauritia maculifera maculifera","216870;527624","http://ipt.vliz.be/kmfri/resource?r=kenya_marine"
"a4a3166a-c3bc-4203-bc19-b3d0cdebe20e","Naria helvola",2,"Naria helvola;Naria helvola helvola","1075035;1075037","http://ipt.vliz.be/kmfri/resource?r=kenya_marine"
"a4a3166a-c3bc-4203-bc19-b3d0cdebe20e","Ovatipsa chinensis",2,"Erronea ovum ovum;Ovatipsa chinensis","530882;571213","http://ipt.vliz.be/kmfri/resource?r=kenya_marine"
"a4a3166a-c3bc-4203-bc19-b3d0cdebe20e","Talostolida teres",2,"Talostolida teres;Talostolida teres teres","580709;580715","http://ipt.vliz.be/kmfri/resource?r=kenya_marine"
"a4a3166a-c3bc-4203-bc19-b3d0cdebe20e","Talparia talpa",2,"Talparia talpa;Talparia talpa talpa","216894;833609","http://ipt.vliz.be/kmfri/resource?r=kenya_marine"
"48202606-f758-4974-ab2b-57aa154190e3","Thalamita integra integra Dana, 1852 ",2,"Thalamita integra;Thalamita integra integra","208871;447780","http://obis.lipi.go.id:8080/ipt/resource?r=cru"
"78abd3fb-c9be-4b02-86ee-5eacd05e9d32","unknown",11,"Arachnida;Bivalvia;Caudofoveata;Gastropoda;Holothuroidea;Malacostraca;Ophiuroidea;Ostracoda;Polychaeta;Solenogastres;Thecostraca","101;105;883;1071;1078;1300;2094;22388;123083;123084;151365","https://datasets.obis.org/hosted/isa/bgrpms12015_rov_biology/index.html"
"93de658a-9e25-47f8-811d-0e6365b0f6d7","unknown",6,"Arachnida;Bivalvia;Gastropoda;Malacostraca;Polychaeta;Thecostraca","101;105;883;1071;1300;22388","https://datasets.obis.org/hosted/isa/bgrpms12020_2019_gc_biology/index.html"
"83a31016-4ec5-4928-ba9f-e3a66e8177f0","not reported",2,"Maxillopoda;Pisces","1070;11676","https://datasets.obis.org/hosted/isa/comrapmn12014_env_w1102/index.html"
"f9fc671b-8730-49c5-99b9-df2e7b7513d1","not reported",3,"Malacostraca;Maxillopoda;Pisces","1070;1071;11676","https://datasets.obis.org/hosted/isa/comrapmn12014_env_ws1102/index.html"
"2020529f-3220-4f4f-9e0f-bd4edc3df85b","amallothoia amallothoia arcuata",2,"Calanoida;Scolecitrichidae","1100;104103","https://datasets.obis.org/hosted/isa/comrapms12018_zooplankton/index.html"
"a9ac85d8-67a1-49bf-8ee8-815536022ce6","genus?",6,"Ameiridae;Argestidae;Canthocamptidae;Ectinosomatidae;Miraciidae;Pseudotachidiidae","115135;115138;115140;115151;115163;293082","https://datasets.obis.org/hosted/isa/gsrpmn12016_marbiol_ugent/index.html"
"37ea7432-f767-4e81-8263-6e75f7118070","microlaimus_aponema",2,"Microlaimidae;Microlaimoidea","2152;2171","https://datasets.obis.org/hosted/isa/gsrpmn12019_p03_mbl_1/index.html"
"fe970815-6a9a-48f7-8f05-8c88bacec4b0","aegialolaimus",3,"Araeolaimida;Chromadorida;Plectida","2138;231698;458811","https://datasets.obis.org/hosted/isa/ifremerpmn12018_nodinaut_nematoda_copepoda/index.html"
"fe970815-6a9a-48f7-8f05-8c88bacec4b0","micoletzkia",2,"Leptosomatidae;Phanodermatidae","2197;2200","https://datasets.obis.org/hosted/isa/ifremerpmn12018_nodinaut_nematoda_copepoda/index.html"
"779199d7-d691-41e5-aa38-4acd4e8098f6","nhm sub-sample individuals not id'd",13,"Anthozoa;Asteroidea;Bivalvia;Chaetopteridae;Cirratulidae;Gastropoda;Holothuroidea;Hydrozoa;Monoplacophora;Ophiuroidea;Osteichthyes;Pycnogonida;Tanaidacea","101;105;415;918;919;1133;1292;1302;1337;123080;123083;123084;152352","https://datasets.obis.org/hosted/isa/uksrlpmn12015_env_macrofauna_032016/index.html"
"779199d7-d691-41e5-aa38-4acd4e8098f6","uh-m sub-sample individuals not id'd",10,"Anthozoa;Aplacophora;Asteroidea;Gastropoda;Holothuroidea;Isopoda;Monoplacophora;Ophiuroidea;Scaphopoda;Tunicata","101;104;411;415;1131;1292;123080;123083;123084;146420","https://datasets.obis.org/hosted/isa/uksrlpmn12015_env_macrofauna_032016/index.html"
"aec15b68-859f-41ed-aa27-11b4f7305a63","?xanthocalanus",2,"Calanoida;Phaennidae","1100;104095","https://datasets.obis.org/hosted/isa/uksrlpmn12015_env_senckenberg_032016/index.html"
"bc01451e-d990-4ad1-8315-e3fb6e9cf461","Calanus glacialis/marshallae",2,"Calanus glacialis;Calanus marshallae","104465;196770","https://ipt-obis.gbif.us/resource?r=ambon_zooplankton_2017"
"bc01451e-d990-4ad1-8315-e3fb6e9cf461","Mitrocomella polydiademata",2,"Mitrocomella polydiademata;Orchistoma pileus","117755;285115","https://ipt-obis.gbif.us/resource?r=ambon_zooplankton_2017"
"029e5f38-0b14-4818-bc52-db51e2d7df3d","Chelator",2,"Chelator;Desmosomatidae","118250;118317","https://ipt-obis.gbif.us/resource?r=dgomb_isopods"
"029e5f38-0b14-4818-bc52-db51e2d7df3d","Cryptoniscidae",2,"Cryptoniscidae;Dajidae","146514;146881","https://ipt-obis.gbif.us/resource?r=dgomb_isopods"
"029e5f38-0b14-4818-bc52-db51e2d7df3d","Lipomera",2,"Lipomera (Paralipomera);Lipomera (Tetracope)","249493;249494","https://ipt-obis.gbif.us/resource?r=dgomb_isopods"
"029e5f38-0b14-4818-bc52-db51e2d7df3d","Torwolia",2,"Desmosomatidae;Torwolia","118250;118331","https://ipt-obis.gbif.us/resource?r=dgomb_isopods"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Alternatipathes",2,"Alternatipathes;Bathypathes","103304;994317","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Bathygorgia",2,"Bathygorgia;Isididae","125276;883738","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Bathypathes cf. conferta",2,"Bathypathes;Bathypathes conferta","103304;589657","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Callogorgia",2,"Callogorgia;Callogorgia gracilis","125317;286489","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Chrysogorgia cf. stellata",2,"Chrysogorgia;Chrysogorgia stellata","125294;286148","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Cirrhipathes cf. anguina",2,"Cirrhipathes;Cirrhipathes anguina","204279;220496","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Cladorhizidae",2,"Cladorhizidae;Porifera","558;131644","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Cupressopathes cf. abies",2,"Cupressopathes;Cupressopathes abies","267357;289759","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Dendrophylliidae",2,"Clavulariidae;Dendrophylliidae","125270;135074","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Distichopora asulcata",2,"Distichopora asulcata;Distichopora sulcata","288318;288336","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Errinopora zarhyncha",2,"Errinopora pourtalesii;Errinopora zarhyncha","289915;289917","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Euplectellidae",2,"Euplectellidae;Porifera","558;131692","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Farrea cordelli",2,"Farrea;Farrea cordelli","132107;1424208","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Farreidae",3,"Farreidae;Geodiidae;Porifera","558;131664;131689","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Hydrolagus",2,"Hydrolagus;Hydrolagus affinis","105734;105825","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Keratoisis cf. flabellum",2,"Keratoisis;Keratoisis flabellum","125306;286312","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Keroeididae",2,"Keroeididae;Laganidae","196168;196178","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Leiopathes cf. glaberrima",2,"Leiopathes;Leiopathes glaberrima","103305;103326","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Lepidisis",2,"Isididae;Lepidisis","125276;125307","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Leptogorgia cf. setacea",2,"Leptogorgia;Leptogorgia setacea","125302;158286","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Lissodendoryx (Ectyodoryx) nobilis",2,"Lissodendoryx (Ectyodoryx) antarctica;Lissodendoryx (Ectyodoryx) nobilis","168910;168927","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Muriceides cf. hirta",2,"Muriceides;Muriceides hirta","125310;418852","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Myriopathes cf. ulex",2,"Myriopathes;Myriopathes ulex","267609;290441","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Nephtheidae",2,"Chironephthya caribaea;Nephtheidae","146762;418846","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Nicella",2,"Nicella;Nicella goreaui","125299;286169","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Octocorallia",2,"Malacalcyonacea;Octocorallia","1341;1609357","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Pennatulidae",2,"Pennatulidae;Pennatuloidea","128484;1609360","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Placopegma",2,"Hyalonema;Placopegma","132096;171932","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Plexauridae",3,"Bebryce cinerea;Paramuricea;Plexauridae","125277;125311;286340","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Polymastia pacifica",2,"Polymastia koltuni;Polymastia pacifica","170653;1424192","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Primnoidae",2,"Primnoidae;Stenisis humilis","125278;291116","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Staurocalyptus pamelaturnerae",2,"Acanthascus (Staurocalyptus);Acanthascus (Staurocalyptus) pamelaturnerae","171991;1651922","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Stichopathes luetkeni",2,"Charcotia amundseni;Stichopathes luetkeni","1287835;1287836","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Stichopathes occidentalis",2,"Stichopathes occidentalis;Stichopathes setacea","283972;283979","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Stylasteridae",2,"Stylaster;Stylasteridae","22805;117246","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Tetractinellida",2,"Astrophorina;Tetractinellida","131602;597812","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Thelogorgia",2,"Thelogorgia;Thelogorgia stellata","267906;291213","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","Trochocyathus",2,"Trochocyathus;Trochocyathus (Trochocyathus)","135105;504007","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","cf. Lepidisis",2,"Keratoisididae;Lepidisis","125307;1544106","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","cf. Muriceides",2,"Muriceides;Plexauridae","125277;125310","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"f5a4799e-dc24-4807-89d9-01da47d52e3b","cf. Paracalyptrophora",2,"Paracalyptrophora;Primnoidae","125278;125320","https://ipt-obis.gbif.us/resource?r=noaa_dsc_rtp"
"80479e14-2730-436d-acaa-b63bdc7dd06f","Bacillariophyceae",2,"Bacillariophyceae;Bacillariophyta","148898;148899","https://ipt-obis.gbif.us/resource?r=wod_2009"
"80479e14-2730-436d-acaa-b63bdc7dd06f","Pseudocalanus minutus",2,"Pseudocalanus major;Pseudocalanus minutus","104516;104517","https://ipt-obis.gbif.us/resource?r=wod_2009"
"7009824b-b1e4-4a67-9fe7-7ed4cf63cbef","Benthodytes",4,"Benthodytes;Benthodytes abyssicola;Benthodytes sanguinolenta;Benthodytes typica","123529;124765;241785;529270","https://ipt.biodiversidad.co/sibm/resource?r=anadarko_holothuroidea"
"cd691a3e-8f01-4166-8d2e-a084e22c9bec","Phascolosomatidae",2,"Phascolosomatidae;Phascolosomatidea","1295;1645","https://ipt.biodiversidad.co/sibm/resource?r=cerrejon_monitoreos-marinos"
